environment,method,metric,deletion_replacement,k,status,explain_time_sec,eval_time_sec,value,auc,curve
lunarLander,tabularShap,DeletionCurve,median,3,OK,13.19574236869812,0.06303596496582031,,0.54789,"[1.0, 0.4724, 0.514, 0.514, 0.5838, 0.5656, 0.5954, 0.4938, 0.4938, 0.4938, 0.5046]"
lunarLander,tabularShap,DeletionCurve,zero,3,OK,13.19574236869812,0.09356284141540527,,0.27151000000000003,"[1.0, 0.3702, 0.317, 0.317, 0.2686, 0.2584, 0.2314, 0.1296, 0.1296, 0.1288, 0.129]"
lunarLander,sarfa,AIM,,3,OK,5.737009048461914,0.022521018981933594,0.4576,,
lunarLander,sarfa,AUM,,3,OK,5.737009048461914,0.017566204071044922,0.397,,
lunarLander,sarfa,PGI,,3,OK,5.737009048461914,0.9261839389801025,4.481791641245037,,
lunarLander,sarfa,PGU,,3,OK,5.737009048461914,0.8637127876281738,4.950881780397147,,
lunarLander,sarfa,RIS,,3,OK,5.737009048461914,10.91123628616333,3.224440980662785,,
lunarLander,sarfa,DeletionCurve,mean,3,OK,5.737009048461914,0.031035900115966797,,0.5066700000000001,"[0.7972, 0.7108, 0.6262, 0.6262, 0.5026, 0.4418, 0.3366, 0.435, 0.435, 0.3016, 0.5046]"
lunarLander,sarfa,DeletionCurve,median,3,OK,5.737009048461914,0.052541494369506836,,0.51729,"[0.7972, 0.7052, 0.6184, 0.6184, 0.492, 0.3956, 0.4128, 0.475, 0.475, 0.3296, 0.5046]"
lunarLander,sarfa,DeletionCurve,zero,3,OK,5.737009048461914,0.07358455657958984,,0.44109,"[0.7972, 0.6914, 0.6056, 0.6056, 0.4874, 0.3892, 0.3458, 0.3446, 0.3446, 0.1336, 0.129]"
lunarLander,deepShap,AIM,,3,OK,37.349008083343506,0.022032499313354492,0.1936,,
lunarLander,deepShap,AUM,,3,OK,37.349008083343506,0.018004179000854492,0.6156,,
lunarLander,deepShap,PGI,,3,OK,37.349008083343506,0.7569398880004883,5.732637849909812,,
lunarLander,deepShap,PGU,,3,OK,37.349008083343506,0.6858179569244385,3.0304786086581648,,
lunarLander,deepShap,RIS,,3,OK,37.349008083343506,28.328588485717773,1.9517146017060067,,
lunarLander,deepShap,DeletionCurve,mean,3,OK,37.349008083343506,0.016009092330932617,,0.44781,"[1.0, 0.4968, 0.4162, 0.4162, 0.404, 0.3304, 0.3278, 0.4478, 0.4478, 0.4388, 0.5046]"
lunarLander,deepShap,DeletionCurve,median,3,OK,37.349008083343506,0.028035640716552734,,0.45965,"[1.0, 0.4724, 0.482, 0.482, 0.3868, 0.3188, 0.318, 0.4632, 0.4632, 0.4578, 0.5046]"
lunarLander,deepShap,DeletionCurve,zero,3,OK,37.349008083343506,0.038544416427612305,,0.23858999999999997,"[1.0, 0.3702, 0.2758, 0.2758, 0.1712, 0.133, 0.1312, 0.1546, 0.1546, 0.155, 0.129]"
lunarLander,tabularLime,AIM,,3,OK,111.27174639701843,0.01952648162841797,0.3398,,
lunarLander,tabularLime,AUM,,3,OK,111.27174639701843,0.016501188278198242,0.5418,,
lunarLander,tabularLime,PGI,,3,OK,111.27174639701843,0.6564078330993652,5.650790543539077,,
lunarLander,tabularLime,PGU,,3,OK,111.27174639701843,0.7234008312225342,3.7924353843711316,,
lunarLander,tabularLime,RIS,,3,OK,111.27174639701843,100.98320055007935,2.639191105573717,,
lunarLander,tabularLime,DeletionCurve,mean,3,OK,111.27174639701843,0.008513689041137695,,0.49043,"[1.0, 0.606, 0.3956, 0.3956, 0.422, 0.491, 0.443, 0.4478, 0.4478, 0.5032, 0.5046]"
lunarLander,tabularLime,DeletionCurve,median,3,OK,111.27174639701843,0.017533063888549805,,0.51585,"[1.0, 0.8774, 0.3732, 0.3732, 0.4132, 0.4858, 0.4632, 0.4632, 0.4632, 0.4938, 0.5046]"
lunarLander,tabularLime,DeletionCurve,zero,3,OK,111.27174639701843,0.026036977767944336,,0.29057000000000005,"[1.0, 0.8774, 0.248, 0.248, 0.2104, 0.1642, 0.1552, 0.1546, 0.1546, 0.1288, 0.129]"
lunarLander,integratedGradient,AIM,,3,OK,536.2259919643402,0.015893936157226562,0.1748,,
lunarLander,integratedGradient,AUM,,3,OK,536.2259919643402,0.013536453247070312,0.6672,,
lunarLander,integratedGradient,PGI,,3,OK,536.2259919643402,0.5286729335784912,5.699296935612709,,
lunarLander,integratedGradient,PGU,,3,OK,536.2259919643402,0.48682165145874023,3.8036371867507697,,
lunarLander,integratedGradient,RIS,,3,OK,536.2259919643402,486.55161356925964,2.5179606111569157,,
lunarLander,integratedGradient,DeletionCurve,mean,3,OK,536.2259919643402,0.008133411407470703,,0.45171,"[1.0, 0.4968, 0.4162, 0.4162, 0.3278, 0.3304, 0.443, 0.4478, 0.4478, 0.4388, 0.5046]"
lunarLander,integratedGradient,DeletionCurve,median,3,OK,536.2259919643402,0.015823841094970703,,0.47736999999999996,"[1.0, 0.4724, 0.482, 0.482, 0.4188, 0.3188, 0.4632, 0.4632, 0.4632, 0.4578, 0.5046]"
lunarLander,integratedGradient,DeletionCurve,zero,3,OK,536.2259919643402,0.021850109100341797,,0.24747,"[1.0, 0.3702, 0.2758, 0.2758, 0.236, 0.133, 0.1552, 0.1546, 0.1546, 0.155, 0.129]"
