environment,method,metric,deletion_replacement,k,status,explain_time_sec,eval_time_sec,value,auc,curve
lunarLander,sarfa,PGU,,3,OK,4.458589553833008,0.9555516242980957,4.900570815966279,,
lunarLander,sarfa,RIS,,3,OK,4.458589553833008,9.662524461746216,2.935910517144078,,
lunarLander,sarfa,DeletionCurve,mean,3,OK,4.458589553833008,0.254899263381958,,0.36939268242182605,"[1.0, 0.8239271226810618, 0.642229408800281, 0.642229408800281, 0.4729182079245802, 0.2431919207604756, 0.12400246173959827, 0.0977121220558184, 0.0977121220558184, 0.050004049400345016, 0.0]"
lunarLander,sarfa,DeletionCurve,median,3,OK,4.458589553833008,0.2718954086303711,,0.42433999524733196,"[1.0, 0.8374337633475206, 0.6561286781327947, 0.6561286781327947, 0.4975456138581754, 0.3774109802904401, 0.21537277899076188, 0.20229062579153997, 0.20229062579153997, 0.0987982081377518, 0.0]"
lunarLander,sarfa,DeletionCurve,zero,3,OK,4.458589553833008,0.28942441940307617,,0.5406576179624076,"[1.0, 0.8705177304083199, 0.7793938885294158, 0.7793938885294158, 0.6277991216384474, 0.520602451209729, 0.415207402551222, 0.4037067437511111, 0.4037067437511111, 0.10624820925530509, 0.0]"
lunarLander,deepShap,AIM,,3,OK,33.717084884643555,0.022539377212524414,0.1936,,
lunarLander,deepShap,AUM,,3,OK,33.717084884643555,0.019511699676513672,0.6156,,
lunarLander,deepShap,PGI,,3,OK,33.717084884643555,0.8240032196044922,5.757095533946156,,
lunarLander,deepShap,PGU,,3,OK,33.717084884643555,0.7502992153167725,3.1358350324876607,,
lunarLander,deepShap,RIS,,3,OK,33.717084884643555,24.838345527648926,2.0265627061262244,,
lunarLander,deepShap,DeletionCurve,mean,3,OK,33.717084884643555,0.016020536422729492,,0.2462367308044621,"[1.0, 0.5185597383981198, 0.33447475613752997, 0.33447475613752997, 0.22697224159589113, 0.1668922949215967, 0.14848894280807876, 0.08147332467313827, 0.08147332467313827, 0.06955792869959775, 0.0]"
lunarLander,deepShap,DeletionCurve,median,3,OK,33.717084884643555,0.030522823333740234,,0.32869935721590327,"[1.0, 0.5950697324654644, 0.43321010229224666, 0.43321010229224666, 0.35291872976491795, 0.2884597782544643, 0.28723897127781595, 0.13706945284181266, 0.13706945284181266, 0.12274725012825133, 0.0]"
lunarLander,deepShap,DeletionCurve,zero,3,OK,33.717084884643555,0.04509139060974121,,0.19593245065012257,"[1.0, 0.45468768567946644, 0.2775637083932492, 0.2775637083932492, 0.15625651877515093, 0.11934915364173612, 0.11346635673916398, 0.02335088206732147, 0.02335088206732147, 0.013735610744566706, 0.0]"
lunarLander,tabularLime,AIM,,3,OK,110.22640466690063,0.020033836364746094,0.3438,,
lunarLander,tabularLime,AUM,,3,OK,110.22640466690063,0.016507863998413086,0.5408,,
lunarLander,tabularLime,PGI,,3,OK,110.22640466690063,0.7637126445770264,5.656861118289829,,
lunarLander,tabularLime,PGU,,3,OK,110.22640466690063,0.7247343063354492,3.833577264790237,,
lunarLander,tabularLime,RIS,,3,OK,110.22640466690063,101.79144883155823,2.380370613595626,,
lunarLander,tabularLime,DeletionCurve,mean,3,OK,110.22640466690063,0.013000726699829102,,0.22412227544002322,"[1.0, 0.4858007844685335, 0.30045128219428213, 0.30045128219428213, 0.2589811399709806, 0.14190890081570742, 0.08592672436039445, 0.07225617729134827, 0.07225617729134827, 0.02319028581335522, 0.0]"
lunarLander,tabularLime,DeletionCurve,median,3,OK,110.22640466690063,0.024505615234375,,0.3223039524772496,"[1.0, 0.8787093134827377, 0.5019834270487403, 0.5019834270487403, 0.35202872866575924, 0.15679884010034997, 0.10204905478753754, 0.10010921655014152, 0.10010921655014152, 0.029268300538347784, 0.0]"
lunarLander,tabularLime,DeletionCurve,zero,3,OK,110.22640466690063,0.036519527435302734,,0.24710427527809845,"[1.0, 0.877143537202212, 0.3322347800182941, 0.3322347800182941, 0.22542236681292702, 0.07494026241030197, 0.04047308023725511, 0.03447875074038767, 0.03447875074038767, 0.019636444600924594, 0.0]"
lunarLander,integratedGradient,AIM,,3,OK,552.8681240081787,0.015455484390258789,0.1748,,
lunarLander,integratedGradient,AUM,,3,OK,552.8681240081787,0.013503074645996094,0.6672,,
lunarLander,integratedGradient,PGI,,3,OK,552.8681240081787,0.5355079174041748,5.699296935612709,,
lunarLander,integratedGradient,PGU,,3,OK,552.8681240081787,0.46932291984558105,3.8036371867507697,,
lunarLander,integratedGradient,RIS,,3,OK,552.8681240081787,499.8185896873474,2.5179606111569157,,
lunarLander,integratedGradient,DeletionCurve,mean,3,OK,552.8681240081787,0.012274980545043945,,0.24436018420363356,"[1.0, 0.5185597383981198, 0.33447475613752997, 0.33447475613752997, 0.2591379014423977, 0.16988689997062043, 0.0917764647626957, 0.0829043115860193, 0.0829043115860193, 0.06948270201540342, 0.0]"
lunarLander,integratedGradient,DeletionCurve,median,3,OK,552.8681240081787,0.02284860610961914,,0.3153826590467656,"[1.0, 0.5950697324654644, 0.43321010229224666, 0.43321010229224666, 0.36845852835791054, 0.2881786495278396, 0.13751965229852298, 0.13751965229852298, 0.13751965229852298, 0.12314051863637886, 0.0]"
lunarLander,integratedGradient,DeletionCurve,zero,3,OK,552.8681240081787,0.03387641906738281,,0.19349432691928387,"[1.0, 0.45468768567946644, 0.2775637083932492, 0.2775637083932492, 0.22355914157517395, 0.1171216115425349, 0.027022464849439133, 0.02180293294053864, 0.02180293294053864, 0.013819082878648335, 0.0]"
